CODE,NAME,AMOUNT,DATE,REPNAME,MARK,BALANCE
GH10232,ADUANA MOTORS (ABOSSEY OKAI),20495,2026/1/16,PRINCE,SEND TO SHOP pay all in 6 weeks,21469
GH98667,NANA  NAAK VENTURES(ABOSSEY OKAI),28222,2026/1/16,PRINCE,TO SHOP PAY BEOFRE ENDING OF THE MONTH,150732
GH99093,BERNAPPIAH ENTERPRISE (KUMASI),29520,2026/1/16,KOFI,SEND TO STATION ON CREDIT,61685
GH99222,JK BROWN ENTERPRISE (ABOSSEY OKAI),32300,2026/1/16,PRINCE,SEND TO SHOP CASH 15000 + WEEKLY PAYMENT,12300
GH99274,SHOCK ABSORBER HOUSE (ABOSSEY OKAI),89787.75,2026/1/16,AMOAH HILDA,SEND TO SHOP CASH 30000+WEEKLY 10000 今天给30000到BENY,11716.75
GH10067,D.NTIAMOA (KUMASI),27700,2026/1/15,KOFI,"KOFI,SEND TO STATION PAY CHEQUE",14838
GH98789,J&M MOTORS(KUMASI),5432,2026/1/15,KOFI,SEND TO STATION ON CREDIT,101406.4
GH98814,MAMA PEACE ENT(ABOSSEY OKAI),51180,2026/1/15,PRINCE,"TO SHOP CREDIT,PRINCE",77560
GH10043,MANNAN ENTERPRISE (MADINA),2460,2026/1/14,ESTHER YEBOAH,PICK UP CASH WAREHOSUE,514029.82
GH99198,LIZY LORD ENTERPRISE (KUMASI),18500,2026/1/14,KOFI,SEND TO STATION WEEKLY CASH,55032.1
GH98999,MONI MOTORS (ABOSSEY OKAI),3460,2026/1/13,LINDA,"PICK UP CASH,LINDA",10
GH10163,LADY ROSEMARY ENTERPRISE (ABOSSEY OKAI),900,2026/1/12,PRINCE,"TO SHOP CREDIT,PRINCE",8960
GH99322,ADWOBI SPRINTER (KUMASI),28300,2026/1/12,KOFI,"KOFI,SEND TO STATION WEEKLY CASH",24700
GH10052,SAMUEL OPOKU MENSAH BATTERY (KUMASI),77520,2026/1/10,KOFI,SEND TO STATION PAID 10w CHEQUE,593218.6
GH98834,KESSEWA BATTERY ENT (ACCRA BUBBIASHIE),13600,2026/1/10,PRINCE B,SHOP CASH PRINCE B,1050
GH99212,RICHARD OP SPRINTER (KUMASI),11190,2026/1/8,ENOCH,STATION WEEKLY 李,20180.02
GH99296,MARY OWUSU (KUMASI),5218.6,2026/1/8,ENOCH,send to station weekly cash MICHEL,1498.6
GH10034,GYAMFI MOTORS BATTERY (NKAWKAW),34580.5,2026/1/7,BENEDICTA,PICK UP CREDIT BENNY,51
GH10147,QUALIPARTS ENTERPRISE (ABOSSEY OKAI),7420,2026/1/6,PRINCE,"TO SHOP CHEQUE,ABI",58688
GH99199,KHASIC AUTO (KOKOMPE),2770,2026/1/6,BOATEMAA ABIGAIL,"PICK UP CREDIT,ABI",10314
GH98842,NEW GEN BATTERY(ABOSSEY OKAI),32200,2026/1/5,AMOAH HILDA,SEND TO SHOP WEEKLY CASH,23200
GH98887,ERIC TENKORANG ENTERPRISE(ABOSSEY OKAI),7750,2026/1/5,PRINCE,SEND TO SHOP CHEQUE BENY,8600
GH99100,MUMIE ENTERPRICE(KUMASI),550,2026/1/2,KOFI,STATION CREDIT LATIFA,0.2
GH99104,E.T.HENRY HEAVY DUTY (ASHAIMAN),480,2026/1/2,BENEDICTA,SEND TO SHOP CASH NEXT WEEK 客户测试,13980
GH10405,JAMJOSE COMPANY LTD (CAPE COAST),5512,2025/12/30,KUMBALA,STATION CASH AKORFA,12
GH99039,MICHEAL EDEH (KUMASI),4100,2025/12/30,KOFI,SEND TO STATION PAY MOMO,335
GH10203,CABOAT AGENCY (ABOSSEY OKAI),2675,2025/12/29,PRINCE,"TO SHOP CHEQUE,HILDA",500
GH10093,ESEPET THE LORD (CAPE COAST),298110,2025/12/29,KUMBALA,SEND TO STATION MONTHLY PAYMENT,319229.4
GH98684,PSALMMI BEE ENT.(ODORKOR),84400,2025/12/29,KUMBALA,TO SHOP CREDIT,39735
GH98955,NASH AUTO SPARES (TAMALE),4020,2025/12/23,KUMBALA,STATION MOMO KUMBALA,20
GH99150,M.B OFORI SPRINTER (ABOSSEY OKAI),16200,2025/12/20,AMOAH HILDA,PICK UP CASH BENY,16200
GH98517,SISTER ENTERPRISE(TEMA),36612.7,2025/12/19,BENEDICTA,"BENEDICTA,PICK UP ON CREDIT",826792.59
GH99139,KOFDOYAS ENT BATTERY(ABOSSEY OKAI),7500,2025/12/19,AMOAH HILDA,SEND TO SHOP CASH BENY,7500
GH99170,PL.AUTO PARTS (ABOSSEY OKAI),14970,2025/12/19,AMOAH HILDA,SEND TO SHOP CREDIT 9000TODAY +WEEKLY 5000,4280.88
GH10096,AMAYAA VENTURES (AVENOR),8950,2025/12/18,AKORFA,"LATIFA,SEND TO SHOP PAY CASH",3900
GH10087,BIG BRO ENT (KOFORIDUA),8910,2025/12/16,PRINCE B,"PRINCE B, SEND TO STATION WEEKLY CASH",2905
GH99247,WIAFE ENT (ABOSSEY OKAI),42491,2025/12/16,AMOAH HILDA,TO SHOP CASH ON FRIDAY BENYT,20490.8
GH98654,FAITHFUL ARE YOU LORD ENT(TEMA),10670,2025/12/15,BENEDICTA,"BENEDICTA,PICK UP PAID CASH",71780
GH10416,SAFE JOURNEY MOTORS,15600,2025/12/11,AMOAH HILDA,PICK UP CASH SABINA,5600
GH99288,FENRAY AUTOPARTS (KUMASI),64828,2025/12/11,KOFI,SEND TO STATION PAID 50000,4828
GH98847,K.GYASI ENT(ABOSSEY OKAI),57494,2025/12/10,AMOAH HILDA,SEND TO SHOP 20000 CASH+CREDIT,30346
GH99052,DEBSON 2526 ENT (ABOSSY OKAI),11970,2025/12/8,AMOAH HILDA,SEND TO SHOP CASH BENY,5712
GH10050,TITANUIM BATTERY (KUMASI),600,2025/12/6,徐亮,"PICK UP CASH,MARVIN",600.74
GH10792,DAN.K YEBOAH(ABOSSEY OKAI),19580,2025/12/4,LINDA,"TO SHOP CREDIT,LINDA",9580
GH98883,EMMASKOS ENTERPRISE (SUNYANI),62320,2025/12/1,KUMBALA,"KUMBALA,SEND TO STATION WEEKLY CASH",32319.5
GH99007,BIG CHANCE AUTO PARTS(ABOSSEY OKAI),5620,2025/11/29,AMOAH HILDA,TO SHOP CREDIT,75355.68
GH98706,EMMANUEL MOTTORS(TABORA),2150,2025/11/28,AKORFA,"SYLVIA,PICK UP PAID CASH",990
GH10142,LOVERS AND BEST FRIENDS ENT (ABOSSEY OKAI),4600,2025/11/27,BENY,PICK UP CASH BENY,4600
GH10270,SAFORO ENT(ABOSSERY OKAI),13125,2025/11/26,AMOAH HILDA,PICK UP CASH BENY,6430
GH98560,KOFI SARFO(ABOSSEY OKAI),3920,2025/11/25,PRINCE,PICK UP CASH STEPH,7
GH10148,DACOSTA B.FRIENDS MOTORS (ABOSSEY OKAI),14380,2025/11/21,PRINCE,TO SHOP CHEQUE PRICE,3676
GH98787,MAMA THERESA VENTURES(ABOSSEY OAKI),1440,2025/11/20,PRINCE,PICK UP MOMO STEP,4000
GH98854,ELEE ROYAL(TAMALE),1079183.5,2025/11/20,KUMBALA,PICK UP CHEQUES KUMBALA,286060
GH99031,RICHARD AUTO MECHANIC (KUMASI),6790,2025/11/19,KOFI,PICK UP CREDIT LATIFA,2484
GH99105,CHEAP LANE ENTERPRISE(SUNYANI),54130,2025/11/19,KUMBALA,STATION WEEKLY 7000 KUMBALA,37130
GH99277,SETH Q AUTO PARTS (KUMASI),21240,2025/11/18,KOFI,SEND TO STATION PAY CASH ON FRIDAY,49310
GH99285,SYLVESTER AMO HEAVY DUTY(KUMASI),34137.6,2025/11/18,ENOCH,SEND TO STATION WEEKLY CASH,11632.8
GH99275,JULIANA ENT(KUMASI),1800,2025/11/17,KOFI,SEND TO STATION WEEKLY CASH,500
GH10901,AWARZY BATTERY (ABOSSEY OKAI),57399,2025/11/14,PRINCE,TO SHOP CREDIT,36452.5
GH98804,JONLAW ENTERPRISE (KOTOBABI),24050,2025/11/14,PRINCE B,SEND TO SHOP CASH WEEKLY OBENG,15661
GH99080,GOD WILL HEAVY DUTY (KUMASI),22130,2025/11/13,ENOCH,TO STATION WEEKLY CCASH MICH,12130
GH99083,BAFFOUR KYEI ENT HEAVY DUTY (KUMASI),2900,2025/11/13,ENOCH,SEND TO STATION CASH 李勇辉,25045
GH10069,MARANATHA AUTO PARTS (KUMASI),14831.2,2025/11/11,KOFI,TO STATION CREDIT 买十送一 MARVIN,18035.7
GH98921,OFOSU ENT  (ACCRA),3862,2025/11/8,PRINCE B,"BENEDICTA,PICK UP CASH",6
GH10312,GYAMFI AUTO PARTS(ABOSSEY OKAI),12530,2025/11/7,AMOAH HILDA,"TO SHOP PAID 4K CASH REST CREDIT,ABI",4530.4
GH10171,YELLOW MAN ENT (ABOSSEY OKAI),5210,2025/11/6,PRINCE,SEND TO SHOP CREDIT HALF CASH TODAY +NEXT WEEK PAY ALL HILDA,800
GH10026,NANA K.VENTURES(TAIFA JUNCTION),22400,2025/11/5,PRINCE B,SHOP CHEQUES OBENG,8801.56
GH99157,MASTER OFIE MOTORS(KOTOBABI),0.3,2025/11/5,PRINCE B,SHOP 促销活动 OBENG,0.3
GH98680,SILVER HOUSER EXPRESS(AWUDOME),11900,2025/11/4,PRINCE B,"OBENG,PICK UP PAID MOMO",2110
GH10719,OBAA YAA (KUMASI),13900,2025/11/3,ENOCH,SEND TO STATION ON CREIDT,6360
GH99174,KING DAVID AUTO PARTS (ABOSSEY OKAI),47118,2025/11/3,AMOAH HILDA,SHOP CHEQUE,9748
GH109867,PHIFRIDAT ENT(ABOSSERY OKAI),19032,2025/10/23,LINDA,"TO SHOP CREDIT PAY WITHIN A MONTH,LINDA",0.08
GH98861,KWAME BENITI(ABOSSEY OKAI),3395,2025/10/17,BOATEMAA ABIGAIL,"PICK UP CREDIT,EVER WEEK 15K,ABIGAIL",81391.45
GH10013,MR.B MOTORS (TEMA),39956,2025/10/14,BENEDICTA,SHOP CREDIT BENNY,28918
GH10039,GREAT MAJESTY BATTERY (MADINA),44200,2025/10/14,AKORFA,SHOP WEEKLY ESTHER Y,55308
GH98975,AUGUST STAR (KUMASI),49470,2025/10/13,KOFI,SEND TO STATION CHEQUE,9470
GH10457,DIESEL MOTORS(ABOSSEY OKAI),71024,2025/10/10,LINDA,TO SHOP CHEQUES LINDA,7570
GH98754,A-OSEI TUTU MOTERS(SUNYANI MAGAZINE),20290,2025/10/8,KUMBALA,STATION CREDIT STHPANIE,28417
GH98672,DOXA-PRICE ENTERPRISE,9079,2025/10/3,KUMBALA,"PICK UP CREDIT,LATIFA",17184
GH10213,ISAAC OFORI BOATING (ABOSSEY OKAI),16030,2025/10/3,AMOAH HILDA,TO SHOP CASH BENYT,7960
GH98985,M.HAKEEM VENTURES （TAMALE),26480,2025/9/18,KUMBALA,"KUMBALA,PICK UP PAID MOMO/CASH",552
GH99201,YESU MO (EJISU KUMASI),6810,2025/9/17,ENOCH,SEND TO KUMASI EJISU PAID MOMO,10
GH10037,SEY SERVICES & SUPPLY (MATAHEKO MASS ROAD),4210,2025/9/12,PRINCE B,SHOP,9604
GH99116,NYARKS'S AUTO PARTS(ABOSSEY OKAI),45000,2025/9/10,AMOAH HILDA,TO SHOP CHEQUE BENT 月底前付清,32040
GH99123,MARICHILD VENTURES (KUMASI),5000,2025/9/10,ENOCH,STATION 先送后推,1500
GH99193,DANIBORO AUTO (KUMASI),73884.1,2025/9/10,KOFI,TAFO STATION ADD 15 COATS,84740.9
GH98665,THY GRACE ENT-ACHIMOTA APENKWA,2138,2025/9/8,PRINCE B,SHOP,4472.2
GH10064,YAW OPPONG AUTO PARTS (KUMASI),163397,2025/9/7,KOFI,SEND TO STATION ADD 10 COATS,101862.1
GH52140,GERABETT AUTO PARTS(ABOSSEY OKAI),6770,2025/9/2,BENY,PICK UP CASH BENY,6770
GH99187,BEIDU FRIMPONG ENTERPRICE(ABOSSEY OKAI),46734.6,2025/9/2,BENY,"TO SHOP CASH,BENY",9994.6
GH10252,JONATHAN ANNING BATTERY (DOME),22300,2025/9/1,AKORFA,"SYLVIA, PICK UP ON CREDIT",5210
GH98953,NO WEAPONG (ASHALEY BOTWE),12080,2025/9/1,AKORFA,"SYLVIA,PICK UP ON CREDIT",12079.8
GH10177,ASOMDWEE ENT BATTERY (ABOSSEY OKAI),10500,2025/9/1,AMOAH HILDA,SHOP CASH 10000 BENY,5500
GH99149,NEW DAY AUTO PARTS (ABOSSEY OKAI),2320,2025/9/1,AMOAH HILDA,"PICK UP CASH,BENY",720
GH10218,LIVING BROTHER MOTORS (ABOSSEY OKAI),4168,2025/8/30,AMOAH HILDA,"PICK UP CASH,BENY",4168
GH98911,KWAME KODUA VENTURES (KUMASI),64648,2025/8/28,KOFI,"SEND TO STATION ON CREDIT, 带上10件工衣",58488
GH10987,SOLLAR ENT(ABSOEEY OKAI),10034,2025/8/27,AMOAH HILDA,"PICK UP CASH,BENY",8784
GH99180,AGYEN ENTERPRISE (KUMASI),2800,2025/8/27,ENOCH,SEND TO STATION PAID MOMO,300
GH99133,MARK ANDY (SUYANI),10052,2025/8/22,LINDA,TO STATION CASH,6692.4
GH23249,KING PRINCE ENT(ABBOSEY OKAI),3745,2025/8/18,AMOAH HILDA,"TO SHOP CASH,BENY",5
GH10799,JLARBI ABOSSEY OKAI,9010,2025/8/15,AMOAH HILDA,"PICK UP 4K CASH,5K CHEQUE,BENY",6010
GH98836,BOATENG MOTORS(ABOSSEY OKAI),14050,2025/8/12,BENY,PICK UP CASH,14050
GH98554,A.PAA WLILLIE ENT(ABOSSEY OKAI),6220,2025/8/12,AMOAH HILDA,换货,0.44
GH11988,EDDY'S MOTORS(ABOSSEY OKAI),51820,2025/8/11,AMOAH HILDA,TO SHOP PAY ALL BEFORE 8.31 BENY T,25433.8
GH98721,RIGHTEOUS ONE MOTORS(ABBOSEY OKAI),10784,2025/8/8,AMOAH HILDA,"PICK UP PAY IN TWO WEEKS,BENY",5784
GH10075,NANA OSEI/ISAAC AFRIYIE ENTERPRISE (KUMASI),19135,2025/8/7,KOFI,TAFO STATION CASH 李,135
GH10176,KAMFO YEHOWA(ABOSSEY OKAI),7290,2025/8/6,LINDA,"TO SHOP CREDIT,BENY",14130.6
GH99009,NANS KOFI VENTURES(KANESHIE),20825,2025/8/6,LINDA,"PICK UP 10K THIS WEEK,BENY",16825
GH98584,KENZEL AUTO PARTS(ABOSSEY OKAI),1528,2025/8/5,朱立刚,PICK UP CASH,23643.14
GH98606,BUSH ENT(ABSOSSEY OKAI),6920,2025/8/5,AMOAH HILDA,SEND TO SHOP CASH,220
GH99026,WORSHIP GOD HEAVY DUTY TRUCK (TEMA),321286,2025/7/29,BENEDICTA,"SEND TO TEMA SHOP EVERY TWO WEEK AT LEAST 50000, CLEAR OLD BALANCE ON 31/07",82286
GH10295,M MOTORS(ABOSSEY OKAI),4146,2025/7/24,AMOAH HILDA,"PICK UP CASH,BENY",146
GH10216,J AND T VENTURES(ABOSSEY OKAI),17580,2025/7/23,AMOAH HILDA,PICK UP 10K CASH+REST NEXT WEEK THUR BENY,7580
GH16542,JACK MOTORS(ABOSSERY OKAI),22542,2025/7/17,AMOAH HILDA,"TO SHOP 20K CASH,STEPHANIE,2K CREDIT",1542
GH10522,KORAMAUD AUTO PARTS(LAMP),476,2025/7/17,朱立刚,PICK UP CASH,63000
GH76523,LIFE IN STAGES(ABOSSEY OKAI),1290,2025/7/14,LINDA,"TO SHOP CASH,LINDA",1140
GH10127,DOUBLE ROAD ERIC BATTERY (ABOSSEY OKAI),390,2025/7/10,PRINCE,PICK UP CASH,2598
GH10193,OSOPRINCE ENT (ABOSSEY OKAI),7795,2025/7/8,PRINCE,"O SHOP CREDIT,LINDA",3795
GH10109,DOUBLE ROAD FATHER BATTERY (ABOSSEY OKAI),72650,2025/7/3,朱立刚,TO SHOP CREDIT,28401.55
GH10007,SUPER O ENT (TEMA),18260,2025/7/3,BENEDICTA,"BENEDICTA, SEND TO SHOP EVERY 2 WEEKS",2048
GH98935,BATTERY HOUSE(LABADI),46390,2025/7/2,KUMBALA,"KUMBALA,SEND TO SHOP WEEKLY 5000",29190
GH10076,MISS K VENTURES (KPONE),2380,2025/6/30,AMOAH HILDA,PICK UP CASH,6840
GH10227,BETTER MOTORS (ABOSSEY OKAI),29238,2025/6/27,AMOAH HILDA,TO SHOP CASH15K REST NEXT WEEK BENY,26238
GH10155,K.BOADU AUTO MOBILE SPARE PARTS (ABOSSEY OKAI),43860,2025/6/20,AMOAH HILDA,TO SHOP CASH EVERY WEEK,85557
GH99091,LEGIT AUTO PARTS(ABOSSEY OKAI),30460,2025/6/14,PRINCE,"TO SHOP CASH,BENY",5460
GH10181,BOAKING MOTORS (ABOSSEY OKAI),17226,2025/6/13,PRINCE,SEND TO SHOP 5000CASH + CHEQUE,2741
GH10271,BEKOE COMMERCIL(ABOSSEY OKAI),12180,2025/6/11,AMOAH HILDA,PICK UP CASH,46118.04
GH98837,TAWIAH FAN CASE ENT(ABOSSEY OKAI),47850,2025/6/4,BENY,to shop cash,18472
GH10311,PACTUM(ABOSSEY OKAI),16645.2,2025/5/31,AMOAH HILDA,PIC UP CASH,0.2
GH98797,ROYAL HARRY (KUMASI),1200,2025/5/28,KOFI,SEND TO STATION MOMO,34136
GH10169,APINDE ENT (ABOSSEY OKAI),2150,2025/5/23,AMOAH HILDA,"PICK UP MOMO,BENY",13935
GH10001,CEMANDON COMPANY LTD(WATER REGION),15800,2025/5/20,徐亮,PICK UP MOMO,305288.74
GH10242,YOUNG AUTO MOBILE PARTS (ABOSSEY OKAI),7360,2025/5/19,AMOAH HILDA,"PICK UP CASH,BENY",4743
GH98562,K.MINTH ENT(ABESSEY OKAI),5920,2025/5/14,朱立刚,"PICK UP CASH,BENY",5920
GH98618,OKUMOFLO LTD(KUMASI),205704,2025/5/14,KOFI,客户4月下单时，并未查看价格，五月份客户反馈价格过高，经与客户沟通，将价格下调10%，现将单子退回，修改价格，不用出货,667435.95
GH10394,DIO ENTERPRICE (ABOSSEY OKAI),34582,2025/5/6,PRINCE,SEND TO SHOP CASH,16622
GH10736,OKYENA  ENT ASHAIMAN,215340,2025/4/29,BENEDICTA,SEND TO SHOP CREDIT,5473
GH99019,KAMBALA ROYAL ENTERPRISE (TAMALE),12940,2025/4/23,KUMBALA,"TO STATION MOMO,KUMBALA",1500
GH10299,ADAMS BELT HOUSE(ABOSSEY OKAI),16020,2025/4/9,LINDA,TO SHOP CASH+CHEQUE LINDA,5020
GH99011,YARO FUSEINI ENT (KUMASI),36970,2025/4/7,KOFI,TO STTAION CASH,21970
GH10284,AMERICANO GASKET(ABOSSEY OKAI),3300,2025/4/2,PRINCE,PICK UP CASH BENY,2
GH10107,GEORGE NYARKO VENTURES BATTERY (ACHIMOTA),456,2025/3/24,PRINCE B,SHOP CASH SAMPLE,3896
GH98982,NANA AKOMEAH AUTO PARTS(ABOSSEY OKAI),28720,2025/3/24,AMOAH HILDA,TO SHOP CHEQUE,2720
GH10585,PETER BOAKYE(KUMASI),29920,2025/3/17,KOFI,STATION CASH 12000,12490
GH98748,ADAMU ENT(ABOSSEY OKAI),7628,2025/3/14,PRINCE,"TO SHOP CASH,BENY",1535
GH98642,K.B MOTORS(ABOSSEY OKAI),8166,2025/3/13,PRINCE,PICK UP CASH,2718
GH98718,A.J.ENT(KASOA STATION),2500,2025/3/7,AKORFA,PICK UP REPLACE,16352
GH10125,PASM 91 MOTORS (ABOSSEY OKAI),48353,2025/3/5,AMOAH HILDA,TO SHOP EVERY WEEK 4000 CASH,711.8
GH98957,JULIE ENTERPRISE (ABOSSEY OKAI),22318,2025/3/4,BENY,PICK UP 1OK PAID 5K TODAY AND BALANCE FRIDAY,7318
GH10352,FRANK BOTWE(ABOSSEY OKAI),2685,2025/2/25,PRINCE,PICK UP CASH,13164
GH98687,KWAME ASANTE(ABOSSEY OKAI),7000,2025/2/25,PRINCE,PICK UP CASH,2800
GH98668,DON MOTORS(ABOSSEY OKAI),4650,2025/2/24,BENY,SEND TO SHOP CHEQUE 补单,56257.34
GH98844,SHARMA LECTER VENTURES (MADINA),3460,2025/2/20,AKORFA,PICK UP CASH,4000
GH10194,ABOSSEY OKAI FRANK,20600,2025/2/19,PRINCE,10K TODAY BALANCE NEXT WEEK,10950
GH98900,MASTER TEE MOTORS(ATIKO JUNCTION),3880,2025/2/13,PRINCE,PICK UP CASH,2036
GH98558,A.B.K RADIATORS(ABOSEY OKAI),1800,2025/2/7,PRINCE,PICK UP CASH BENY,5985.5
GH98924,YAA AND KWAKU(ABOSSEY OKAI),17600,2025/2/5,商宇琛,SEND TO SHOP CREDIT,7490
GH98526,BEDDISH BATTERY,32980,2025/2/4,PRINCE B,SHOP RETURN,214400
GH98607,BRIGHT STAR MOTORS(ABOSSEY OKAI),2200,2025/1/28,AMOAH HILDA,SEND TO SHOP CASH BENY,35142
GH98553,LOGAMA GROUPS OF COMPANIES(ABOSSEY OKAI),3840,2025/1/27,AMOAH HILDA,"CASH, PICK UP",43915
GH10236,ABOO BELT (ABOSSEY OKAI),5340,2025/1/22,AMOAH HILDA,PICK UP CASH,16583
GH98867,KORANTENG MOTORS（ABBOSSY OKAI）,15070,2025/1/20,PRINCE,SEND TO SHOP 6000 CASH+CHEQUE,4070
GH98832,DEFENDER MOTORS(ABOSSEY OKAI),98625,2025/1/17,AMOAH HILDA,SHOP CREDIT,58010
GH98696,CASO ESPECIAL (特殊）,8048,2025/1/16,AMOAH HILDA,"CASH, PICK UP",6426
GH98845,ALHAJI LAMP ENT (TEMA),91200,2025/1/16,BENEDICTA,SHOP CREDIT,26700
GH10172,SHOCK HOUSE (ABOSSEY OKAI),27280,2025/1/6,AMOAH HILDA,SEND TO SHOP 20000 CASH TODAY + 7280 NEXT WEEK,13370
GH98930,GOOD FAITH (ABOSSEY OKAI),19780,2025/1/6,BENY,PICK UP CASH+CHEQUE,7780
GH98739,EVANS VUKEY ENT(ABOSSEY OKAI),720,2024/12/30,LINDA,PICK UP CASH,711
GH98700,YAW APP MOTORS(ABOSSEY OKAI),1230,2024/12/19,BENY,PICK UP MOMO,2828
GH98919,ROYAL MAN IGNITION (ABOSSEY OKAI),950,2024/12/18,BENY,PICK UP CASH,16274
GH98916,PH PATMOND ENTEPRISE (ABOSSEY OKAI),7696,2024/12/16,BENY,PICK UP CASH,7696
GH10135,PATELA MOTORS (ABOSSEY OKAI),73866,2024/12/3,BENY,TO SHOP CHEQUE,152460.5
GH10150,BEGORO AUTO PARTS (ABOSSEY OKAI),132348,2024/11/18,PRINCE,TO SHOP CREDIT FOR ONE MONTH,443919.86
GH98624,REPLACEMENT KOBBY(ABOSSEY OKAI),30000,2024/11/18,商宇琛,TO SHOP CASH,1095712
GH10190,FIRST ADVENTURE ENT(ABOSSEY OKAI),4710,2024/11/13,AMOAH HILDA,PICK UP CASH BENY,1244
GH98636,PM GOD IS GREAT AUTOPART,1590,2024/11/8,BENEDICTA,MOMO PICK UP,2945
GH10918,HIS MAJESTY(MADINA),56400,2024/10/30,AKORFA,TO SHOP CREDIT,6044.3
GH98796,FOB AB ACHEMPIO MOTOS (ABOSSEY OKAI),283.68,2024/10/28,朱立刚,TO SHOP CREDIT,110742.18
GH98572,DENCEL ENT(ABOSSEY OKAI),750,2024/10/23,LINDA,PICK UP CASH,752
GH10533,JOEYEB(KASOA),900,2024/10/11,KUMBALA,PICK UP CASH,2800
GH10237,KOSADA MOTORS (ABOSSEY OKAI),1650,2024/10/11,AMOAH HILDA,TO SHOP CASH,2693.94
GH10212,BIZZACO CAR QUEST (ABOSSEY OKAI),1180,2024/10/10,BENY,pick up cash,6697.81
GH10423,DIVINE THOMAS (ABOSSEY OKAI),18350,2024/10/2,AMOAH HILDA,TO SHOP 6000CASH+CHEQUE,5250
GH98708,KESEWAA AUTO(TIAFA JUNCTION),1380,2024/9/17,PRINCE B,TO SHOP CREDIT OBENG,3085
GH98790,LONG LIVE(KUMASI),5974.8,2024/9/10,KOFI,STATION CASH,3252.8
GH98589,DANBOD TRADING ENT(AWUDOME),60200,2024/9/2,PRINCE B,SHOP CHEQUE,19904.8
GH98745,RHEMA BATTERIES (LAPAZ ACCRA),50100,2024/9/2,AKORFA,TO SHOP CREDIT SYLVIA,48467
GH98779,P-KAY MOTORS(ABOSSEY OKAI),12402,2024/8/20,AMOAH HILDA,CREDIT PICK UP BENY,6414
GH98611,PEETEE MOTORS(KUMASI),16972,2024/8/8,KOFI,CASH STATION,11304
GH98785,JAYLEN MOTORS(ABOSSEY OKAI),1870,2024/7/19,BENY,PICKUP MOMO BENY,27694
GH98711,KINGS AUTO PART(ABOSSEY OKAI),16493,2024/7/18,PRINCE,TO SHOP PAY WITH IN ONE MONTH,9977
GH10137,KWESAPP VENTURES (ABOSSEY OKAI),630,2024/7/9,AMOAH HILDA,PICKUP CASH STEPHANIE,33443.2
GH98793,FOB GEORGE NYARKO (ACHIMOTA),9000,2024/6/28,徐亮,CASH FOB SEND TO SHOP,26560
GH10004,NIMOK(TUDU),4760,2024/6/26,KUMBALA,PICKUP CREDIT ESTHER Y,9795.5
GH10158,ALEX ENTERPRISE (ABOSSEY OKAI),1740,2024/6/26,AMOAH HILDA,PICKUP,20935
GH98799,ADWIN HEAVY TRUCK (KUMASI),101760,2024/6/14,ENOCH,"BANK 45,000 SEND TO STATION",56760
GH10760,DERICK ACCRA(TARKWA),650,2024/6/13,KUMBALA,PICKUP MOMO STEPHANIE,2490
GH18542,UNITY AUTO (ADJIRINANOR),8770,2024/5/20,AKORFA,CASH PICK UP,11995
GH98612,ERNEST MOTORS(ABOSSEY OKAI),8648,2024/5/9,BENY,CHEQUE PICK UP,0.2
GH98746,Tawala Auto parts(ABOSSEY OKAI),37312,2024/3/26,AMOAH HILDA,PICK UP CASH AND CHEQUE,16272
GH10393,KWAKYE-BO ENTERPRISE (ABOSSEY OKAI),3575,2024/3/11,AMOAH HILDA,CASH PICK UP,575
GH11952,SP MOTORS(ABOSSEY OKAI),700,2024/2/8,PRINCE,"PICKUP,MOMO",1716
GH10238,PK BATTERY(LAPAZ),95800,2024/2/6,AKORFA,TO SHOP CREDIT,95800
GH10846,MADAM GLADYS(BAAYARD),17275,2024/2/6,KUMBALA,"SEND TO SHOP,GOT THE CHEQUE",7510
GH98691,FNG AUTO PARTS(ODONAR),1770,2024/2/6,KUMBALA,"PICKUP,MOMO",6066
GH10113,ASEDA HOUSE MOTORS BATTERY (ABOSSEY OKAI),31200,2024/1/17,朱立刚,"SNED TO SHOP,CREDIT",123308.06
GH21313,TAMINI(KASOA),29315,2024/1/11,PRINCE,CASH TO SHOP,8425.3
GH98716,ERICO ALIGNMENT SUSPENSION(OYARIFA TEIM),2800,2024/1/5,BENEDICTA,MOMO PICK UP,3168
GH11999,EMILIOFRIMPS ENT (ABOSSEY OKAI),1680,2023/11/29,PRINCE,CASH PICK UP,1194
GH98681,KOBBY BATTERIES(KONONGO),480,2023/11/29,KOFI,MOMO PICK UP,2590
GH10313,ANTWI ENTERPRISE(ABOSSEY OKAI),22170,2023/11/22,BENY,现金 pick up,28531
GH10122,FORDAM ENTERPRISES LTD (ABOSSEY OKAI),840,2023/11/22,AMOAH HILDA,CASH SEND TO SHOP,4000
GH98588,DORIKU BATTERY(ABOSSEY OKAI),31380,2023/11/1,AMOAH HILDA,PAY CASH 1000 AND THE REST FOR NEXT WEEK  TODAYA ND SEND TO SHOP,11190
GH10435,GENUINE MOTORS(ABOSSEY OKAI),7410,2023/10/26,BENY,pay cheque and send to shop,5310
GH98677,BERIMA SNR AUTO PART(ABOSSEY OKAI),514,2023/10/21,BENY,"PICKUP,CASH",14
GH98551,JAO 4 ENTERPRISE(TARKWA),4300,2023/9/29,KUMBALA,"PICKUP,GOT THE CASH",1340.8
